id,lang,accept_length
0,en,1.5666666666666667
1,en,1.5238095238095237
2,en,1.5421686746987953
3,en,1.4222222222222223
4,en,1.391304347826087
5,en,1.3296703296703296
6,en,1.3061224489795917
7,en,1.4382022471910112
8,en,1.3924050632911393
9,en,1.6
10,en,1.3473684210526315
11,en,1.3617021276595744
12,en,1.3763440860215055
13,en,1.5058823529411764
14,en,1.3061224489795917
15,en,1.471264367816092
16,en,1.4222222222222223
17,en,1.4545454545454546
18,en,1.3617021276595744
19,en,1.4545454545454546
20,en,1.3473684210526315
21,en,1.5058823529411764
22,en,1.391304347826087
23,en,1.2673267326732673
24,en,1.5238095238095237
25,en,1.490909090909091
26,en,1.404494382022472
27,en,1.4222222222222223
28,en,1.1228070175438596
29,en,1.5434782608695652
30,en,1.391304347826087
31,en,1.4545454545454546
32,en,1.4179104477611941
33,en,1.5802469135802468
34,en,1.7777777777777777
35,en,1.4382022471910112
36,en,1.4382022471910112
37,en,1.3195876288659794
38,en,1.2549019607843137
39,en,1.4038461538461537
40,en,1.4065934065934067
41,en,1.2673267326732673
42,en,1.4065934065934067
43,en,1.4545454545454546
44,en,1.3061224489795917
45,en,1.4545454545454546
46,en,1.5802469135802468
47,en,1.5483870967741935
48,en,1.471264367816092
49,en,1.4222222222222223
0,hi,1.8823529411764706
1,hi,1.6842105263157894
2,hi,1.855072463768116
3,hi,1.8823529411764706
4,hi,1.8823529411764706
5,hi,1.6623376623376624
6,hi,1.7534246575342465
7,hi,1.9692307692307693
8,hi,1.8028169014084507
9,hi,1.9104477611940298
10,hi,1.9692307692307693
11,hi,2.0317460317460316
12,hi,1.6842105263157894
13,hi,1.7297297297297298
14,hi,1.9393939393939394
15,hi,1.8823529411764706
16,hi,1.8823529411764706
17,hi,1.9393939393939394
18,hi,1.6842105263157894
19,hi,2.064516129032258
20,hi,1.6842105263157894
21,hi,1.7066666666666668
22,hi,1.471264367816092
23,hi,1.9393939393939394
24,hi,1.7534246575342465
25,hi,1.8823529411764706
26,hi,1.9104477611940298
27,hi,1.9692307692307693
28,hi,2.0317460317460316
29,hi,1.855072463768116
30,hi,1.9692307692307693
31,hi,2.5098039215686274
32,hi,1.620253164556962
33,hi,1.7534246575342465
34,hi,2.1333333333333333
35,hi,1.6
36,hi,2.1333333333333333
37,hi,1.7297297297297298
38,hi,1.7534246575342465
39,hi,1.8028169014084507
40,hi,1.9393939393939394
41,hi,1.7534246575342465
42,hi,1.8285714285714285
43,hi,2.0
44,hi,1.855072463768116
45,hi,1.8823529411764706
46,hi,2.098360655737705
47,hi,1.6842105263157894
48,hi,1.8823529411764706
49,hi,1.9393939393939394
0,gu,2.2857142857142856
1,gu,2.245614035087719
2,gu,2.1333333333333333
3,gu,2.0
4,gu,2.3703703703703702
5,gu,2.0317460317460316
6,gu,2.4150943396226414
7,gu,2.1333333333333333
8,gu,2.064516129032258
9,gu,2.327272727272727
10,gu,2.169491525423729
11,gu,1.9104477611940298
12,gu,2.0317460317460316
13,gu,2.064516129032258
14,gu,2.206896551724138
15,gu,1.9692307692307693
16,gu,1.8028169014084507
17,gu,2.206896551724138
18,gu,1.7777777777777777
19,gu,2.327272727272727
20,gu,2.098360655737705
21,gu,2.206896551724138
22,gu,1.8823529411764706
23,gu,2.098360655737705
24,gu,2.169491525423729
25,gu,2.169491525423729
26,gu,2.098360655737705
27,gu,2.245614035087719
28,gu,2.3703703703703702
29,gu,2.206896551724138
30,gu,2.245614035087719
31,gu,2.3703703703703702
32,gu,2.245614035087719
33,gu,2.1333333333333333
34,gu,2.245614035087719
35,gu,2.169491525423729
36,gu,2.6666666666666665
37,gu,2.169491525423729
38,gu,2.4615384615384617
39,gu,2.0
40,gu,2.3703703703703702
41,gu,2.0317460317460316
42,gu,2.206896551724138
43,gu,2.0
44,gu,2.2857142857142856
45,gu,1.9393939393939394
46,gu,2.169491525423729
47,gu,2.4615384615384617
48,gu,2.245614035087719
49,gu,2.245614035087719
