id,lang,accept_length
0,en,1.75
1,en,1.6724137931034482
2,en,1.6623376623376624
3,en,1.6623376623376624
4,en,1.620253164556962
5,en,1.5609756097560976
6,en,1.5238095238095237
7,en,1.641025641025641
8,en,1.5671641791044777
9,en,1.7297297297297298
10,en,1.6623376623376624
11,en,1.6623376623376624
12,en,1.4883720930232558
13,en,1.9393939393939394
14,en,1.5421686746987953
15,en,1.7066666666666668
16,en,1.6623376623376624
17,en,1.6842105263157894
18,en,1.6
19,en,1.620253164556962
20,en,1.4545454545454546
21,en,1.8028169014084507
22,en,1.641025641025641
23,en,1.5058823529411764
24,en,1.8285714285714285
25,en,1.9393939393939394
26,en,1.644736842105263
27,en,1.5238095238095237
28,en,1.3763440860215055
29,en,1.8205128205128205
30,en,1.620253164556962
31,en,1.8028169014084507
32,en,1.5844155844155845
33,en,1.855072463768116
34,en,1.7777777777777777
35,en,1.8823529411764706
36,en,1.7534246575342465
37,en,1.3617021276595744
38,en,1.3763440860215055
39,en,1.7380952380952381
40,en,1.8285714285714285
41,en,1.5802469135802468
42,en,1.6
43,en,1.5421686746987953
44,en,1.8028169014084507
45,en,1.641025641025641
46,en,1.855072463768116
47,en,1.8823529411764706
48,en,1.7066666666666668
49,en,1.7066666666666668
0,hi,2.5098039215686274
1,hi,2.0317460317460316
2,hi,2.5098039215686274
3,hi,2.4150943396226414
4,hi,2.2857142857142856
5,hi,2.1333333333333333
6,hi,2.3703703703703702
7,hi,2.4615384615384617
8,hi,2.245614035087719
9,hi,2.327272727272727
10,hi,2.6122448979591835
11,hi,2.5098039215686274
12,hi,1.9393939393939394
13,hi,2.0317460317460316
14,hi,2.56
15,hi,2.4615384615384617
16,hi,2.5098039215686274
17,hi,2.56
18,hi,2.245614035087719
19,hi,2.782608695652174
20,hi,2.169491525423729
21,hi,1.9692307692307693
22,hi,1.8028169014084507
23,hi,2.56
24,hi,2.2857142857142856
25,hi,2.3703703703703702
26,hi,2.4615384615384617
27,hi,2.723404255319149
28,hi,2.56
29,hi,2.5098039215686274
30,hi,2.909090909090909
31,hi,2.6666666666666665
32,hi,2.098360655737705
33,hi,2.4150943396226414
34,hi,2.6122448979591835
35,hi,2.169491525423729
36,hi,2.909090909090909
37,hi,2.098360655737705
38,hi,2.1333333333333333
39,hi,2.245614035087719
40,hi,2.4150943396226414
41,hi,2.1333333333333333
42,hi,2.245614035087719
43,hi,2.5098039215686274
44,hi,2.4615384615384617
45,hi,2.4615384615384617
46,hi,2.8444444444444446
47,hi,2.245614035087719
48,hi,2.4150943396226414
49,hi,2.4615384615384617
0,gu,2.9767441860465116
1,gu,2.9767441860465116
2,gu,3.1219512195121952
3,gu,2.782608695652174
4,gu,3.282051282051282
5,gu,2.723404255319149
6,gu,3.3684210526315788
7,gu,2.6122448979591835
8,gu,2.5098039215686274
9,gu,3.2
10,gu,2.909090909090909
11,gu,2.56
12,gu,2.6122448979591835
13,gu,3.1219512195121952
14,gu,2.723404255319149
15,gu,2.723404255319149
16,gu,2.6666666666666665
17,gu,2.2857142857142856
18,gu,2.245614035087719
19,gu,3.3684210526315788
20,gu,3.0476190476190474
21,gu,2.909090909090909
22,gu,2.8444444444444446
23,gu,2.782608695652174
24,gu,2.782608695652174
25,gu,2.9767441860465116
26,gu,3.1219512195121952
27,gu,2.8444444444444446
28,gu,2.9767441860465116
29,gu,3.1219512195121952
30,gu,3.2
31,gu,3.3684210526315788
32,gu,2.909090909090909
33,gu,2.8444444444444446
34,gu,3.2
35,gu,2.8444444444444446
36,gu,2.909090909090909
37,gu,2.8444444444444446
38,gu,2.909090909090909
39,gu,2.56
40,gu,3.282051282051282
41,gu,2.4615384615384617
42,gu,2.6122448979591835
43,gu,2.723404255319149
44,gu,2.6666666666666665
45,gu,2.6666666666666665
46,gu,3.1219512195121952
47,gu,3.3684210526315788
48,gu,2.6666666666666665
49,gu,3.282051282051282
