id,lang,accept_length
0,en,3.0588235294117645
1,en,3.1
2,en,3.282051282051282
3,en,2.909090909090909
4,en,2.9767441860465116
5,en,2.6122448979591835
6,en,2.56
7,en,2.56
8,en,2.75
9,en,2.782608695652174
10,en,2.782608695652174
11,en,2.4150943396226414
12,en,2.723404255319149
13,en,2.909090909090909
14,en,2.6122448979591835
15,en,3.0476190476190474
16,en,3.2
17,en,2.2857142857142856
18,en,2.4150943396226414
19,en,2.782608695652174
20,en,2.8444444444444446
21,en,2.723404255319149
22,en,2.9767441860465116
23,en,2.3703703703703702
24,en,2.4150943396226414
25,en,2.423076923076923
26,en,2.450980392156863
27,en,2.4615384615384617
28,en,2.2857142857142856
29,en,3.0869565217391304
30,en,3.2
31,en,2.6666666666666665
32,en,2.723404255319149
33,en,2.782608695652174
34,en,4.0
35,en,2.782608695652174
36,en,3.5555555555555554
37,en,2.782608695652174
38,en,2.8444444444444446
39,en,3.3181818181818183
40,en,2.782608695652174
41,en,2.782608695652174
42,en,3.5555555555555554
43,en,2.782608695652174
44,en,4.0
45,en,2.6666666666666665
46,en,3.1219512195121952
47,en,3.2
48,en,2.5098039215686274
49,en,3.1219512195121952
0,hi,1.3763440860215055
1,hi,1.5238095238095237
2,hi,1.3763440860215055
3,hi,1.3473684210526315
4,hi,1.3061224489795917
5,hi,1.391304347826087
6,hi,1.4883720930232558
7,hi,1.4545454545454546
8,hi,1.5802469135802468
9,hi,1.5609756097560976
10,hi,1.4382022471910112
11,hi,1.4222222222222223
12,hi,1.3763440860215055
13,hi,1.4065934065934067
14,hi,1.3061224489795917
15,hi,1.4065934065934067
16,hi,1.4065934065934067
17,hi,1.391304347826087
18,hi,1.3061224489795917
19,hi,1.4382022471910112
20,hi,1.5609756097560976
21,hi,1.471264367816092
22,hi,1.5058823529411764
23,hi,1.4883720930232558
24,hi,1.5058823529411764
25,hi,1.3473684210526315
26,hi,1.4065934065934067
27,hi,1.4883720930232558
28,hi,1.3473684210526315
29,hi,1.5238095238095237
30,hi,1.4382022471910112
31,hi,1.4545454545454546
32,hi,1.4883720930232558
33,hi,1.4065934065934067
34,hi,1.5058823529411764
35,hi,1.391304347826087
36,hi,1.4883720930232558
37,hi,1.471264367816092
38,hi,1.4545454545454546
39,hi,1.3195876288659794
40,hi,1.3617021276595744
41,hi,1.5058823529411764
42,hi,1.620253164556962
43,hi,1.4382022471910112
44,hi,1.4382022471910112
45,hi,1.4545454545454546
46,hi,1.4382022471910112
47,hi,1.7297297297297298
48,hi,1.391304347826087
49,hi,1.5238095238095237
0,gu,1.1228070175438596
1,gu,1.103448275862069
2,gu,1.1531531531531531
3,gu,1.1130434782608696
4,gu,1.0666666666666667
5,gu,1.1130434782608696
6,gu,1.032258064516129
7,gu,1.1327433628318584
8,gu,1.103448275862069
9,gu,1.0578512396694215
10,gu,1.0756302521008403
11,gu,1.0940170940170941
12,gu,1.1428571428571428
13,gu,1.0940170940170941
14,gu,1.0666666666666667
15,gu,1.0847457627118644
16,gu,1.2190476190476192
17,gu,1.1531531531531531
18,gu,1.0847457627118644
19,gu,1.024
20,gu,1.103448275862069
21,gu,1.0491803278688525
22,gu,1.2190476190476192
23,gu,1.1962616822429906
24,gu,1.103448275862069
25,gu,1.0940170940170941
26,gu,1.0666666666666667
27,gu,1.0940170940170941
28,gu,1.0756302521008403
29,gu,1.0756302521008403
30,gu,1.1228070175438596
31,gu,1.0406504065040652
32,gu,1.1531531531531531
33,gu,1.1636363636363636
34,gu,1.1228070175438596
35,gu,1.1743119266055047
36,gu,1.0847457627118644
37,gu,1.1428571428571428
38,gu,1.024
39,gu,1.1743119266055047
40,gu,1.0406504065040652
41,gu,1.1636363636363636
42,gu,1.1428571428571428
43,gu,1.2427184466019416
44,gu,1.0940170940170941
45,gu,1.0940170940170941
46,gu,1.0406504065040652
47,gu,1.0406504065040652
48,gu,1.1228070175438596
49,gu,1.103448275862069
