id,lang,accept_length,tag
27,hi,2.2857142857142856,v2_fa3
28,hi,2.327272727272727,v2_fa3
29,hi,2.169491525423729,v2_fa3
30,hi,2.206896551724138,v2_fa3
31,hi,2.6122448979591835,v2_fa3
32,hi,1.855072463768116,v2_fa3
33,hi,2.064516129032258,v2_fa3
34,hi,2.4615384615384617,v2_fa3
35,hi,1.855072463768116,v2_fa3
36,hi,2.4615384615384617,v2_fa3
37,hi,1.8028169014084507,v2_fa3
38,hi,1.7777777777777777,v2_fa3
39,hi,1.9104477611940298,v2_fa3
40,hi,2.169491525423729,v2_fa3
41,hi,1.7777777777777777,v2_fa3
42,hi,1.8823529411764706,v2_fa3
43,hi,2.245614035087719,v2_fa3
44,hi,2.098360655737705,v2_fa3
45,hi,2.245614035087719,v2_fa3
46,hi,2.169491525423729,v2_fa3
47,hi,1.8285714285714285,v2_fa3
48,hi,2.098360655737705,v2_fa3
49,hi,2.064516129032258,v2_fa3
0,gu,2.4150943396226414,v2_fa3
1,gu,2.6122448979591835,v2_fa3
2,gu,2.6666666666666665,v2_fa3
3,gu,2.098360655737705,v2_fa3
4,gu,2.56,v2_fa3
5,gu,2.169491525423729,v2_fa3
6,gu,2.6122448979591835,v2_fa3
7,gu,2.245614035087719,v2_fa3
8,gu,2.064516129032258,v2_fa3
9,gu,2.56,v2_fa3
10,gu,2.4615384615384617,v2_fa3
11,gu,2.169491525423729,v2_fa3
12,gu,2.2857142857142856,v2_fa3
13,gu,2.56,v2_fa3
14,gu,2.2857142857142856,v2_fa3
15,gu,2.064516129032258,v2_fa3
16,gu,2.169491525423729,v2_fa3
17,gu,2.4150943396226414,v2_fa3
18,gu,2.064516129032258,v2_fa3
19,gu,2.5098039215686274,v2_fa3
20,gu,2.327272727272727,v2_fa3
21,gu,2.56,v2_fa3
22,gu,2.2857142857142856,v2_fa3
23,gu,2.327272727272727,v2_fa3
24,gu,2.4615384615384617,v2_fa3
25,gu,2.5098039215686274,v2_fa3
26,gu,2.5098039215686274,v2_fa3
27,gu,2.4615384615384617,v2_fa3
28,gu,2.4615384615384617,v2_fa3
29,gu,2.5098039215686274,v2_fa3
30,gu,2.9767441860465116,v2_fa3
31,gu,2.6666666666666665,v2_fa3
32,gu,2.56,v2_fa3
33,gu,2.4150943396226414,v2_fa3
34,gu,2.9767441860465116,v2_fa3
35,gu,2.4615384615384617,v2_fa3
36,gu,2.723404255319149,v2_fa3
37,gu,2.4150943396226414,v2_fa3
38,gu,2.245614035087719,v2_fa3
39,gu,2.2857142857142856,v2_fa3
40,gu,2.6122448979591835,v2_fa3
41,gu,2.245614035087719,v2_fa3
42,gu,2.169491525423729,v2_fa3
43,gu,2.4615384615384617,v2_fa3
44,gu,2.5098039215686274,v2_fa3
45,gu,2.169491525423729,v2_fa3
46,gu,2.56,v2_fa3
47,gu,2.723404255319149,v2_fa3
48,gu,2.6666666666666665,v2_fa3
49,gu,2.6122448979591835,v2_fa3
